slug,name,family,macroarea,glottocode,iso639_3,austlang,lat,lon,coord_provenance,coord_approximate,tier,endangerment,grammar_profiled,grammar_feature_count,lexicon_state,word_count,deep_time_divergence_bp,classification_chain
s91,Nulit,unclassified,Australia,,,S91,,,none,,listed,unknown,false,,pointer_only,,,
s93,Ngarad,unclassified,Australia,,,S93,,,none,,listed,unknown,false,,pointer_only,,,
s95,Djilamatang,unclassified,Australia,,,S95,,,none,,listed,unknown,false,,pointer_only,,,
s96,Hawkesbury River - Broken Bay language,unclassified,Australia,,,S96,-33.505703582057,151.21903580242,austlang,true,listed,unknown,false,,pointer_only,,,
s97,Bangerang / Kwat Kwat / Waveroo,unclassified,Australia,,,S97,,,none,,listed,unknown,false,,pointer_only,,,
s98,Southern Ngarigu,unclassified,Australia,,,S98,,,none,,listed,unknown,false,,pointer_only,,,
smal1240,Small Nyikina,Nyulnyulan,Australia,smal1240,,,-17.9594,124.348,glottolog,false,classified,unknown,false,,none,,,Nyulnyulan > Eastern Nyulnyulan > Nyikinic > Nyigina
sout1439,South-Eastern-Tasmanian-Hinterland,South-Eastern Tasmanian,Australia,sout1439,xpf,,-42.988576,146.885376,glottolog,false,classified,extinct,false,,none,,,South-Eastern Tasmanian
sout2761,South-western Warlpiri,Pama-Nyungan,Australia,sout2761,,C39,-20.1008,131.05,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Yapa > Warlpiri
sout2762,Southern Warlpiri,Pama-Nyungan,Australia,sout2762,,,-20.1008,131.05,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Yapa > Warlpiri
sout2763,Southern inland Nyangumarta,Pama-Nyungan,Australia,sout2763,,,-20.6271,121.391,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Desert Nyungic > Marrngu > Nyangumarta
sout2764,Southern Inggarda,Pama-Nyungan,Australia,sout2764,,,-25.4446,115.58,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > South-West Pama-Nyungan > Yinggarda
sout2770,Southern Inland Yuin,Pama-Nyungan,Australia,sout2770,,,-36.30008261,148.7238073,glottolog,false,classified,extinct,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Yuin-Kuri > Yuin
sout2771,Southern Coastal Yuin,Pama-Nyungan,Australia,sout2771,xtv,,-37.06227181,149.7169306,glottolog,false,documented,extinct,false,,none,,1048.1,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Yuin-Kuri > Yuin
sout2773,Southern Coastal Yawuru,Nyulnyulan,Australia,sout2773,,K48,-18.004,122.693,glottolog,false,documented,unknown,false,,pointer_only,,,Nyulnyulan > Eastern Nyulnyulan > Yawuric > Yawuru
sout3391,Southwestern Tasmanian,Western Tasmanian,Australia,sout3391,xpx,,-43.41297,146.06197,glottolog,false,classified,extinct,false,,none,,,Western Tasmanian > Western Coastal Tasmanian
sydn1236,Sydney,Pama-Nyungan,Australia,sydn1236,xdk,S61;S64,-33.52925837,150.3490464,glottolog,false,documented,extinct,false,,live,43,702.7,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Yuin-Kuri > Kuri > Sydney-Hawkesbury
t1,Northern Tasmanian,unclassified,Australia,,,T1,-41.325050301738,146.03358210659,austlang,true,listed,unknown,false,,pointer_only,,,
t10,South-western Tasmanian,unclassified,Australia,,,T10,-43.400361179481,146.07128719242,austlang,true,listed,unknown,false,,pointer_only,,,
t11,Robbins Island Tasmanian,unclassified,Australia,,,T11,-40.66698250636,144.95572693284,austlang,true,listed,unknown,false,,pointer_only,,,
t12,Circular Head Tasmanian,unclassified,Australia,,,T12,-40.856776077497,145.37373332699,austlang,true,listed,unknown,false,,pointer_only,,,
t13,Port Sorell Tasmanian,unclassified,Australia,,,T13,-41.275548660291,146.56807260033,austlang,true,listed,unknown,false,,pointer_only,,,
t14,Piper River Tasmanian,unclassified,Australia,,,T14,-41.13581008719,147.40242949845,austlang,true,listed,unknown,false,,pointer_only,,,
t15,Little Swanport Tasmanian,unclassified,Australia,,,T15,-42.440638080356,147.95647320923,austlang,true,listed,unknown,false,,pointer_only,,,
t2,Oyster Bay Tasmanian,unclassified,Australia,,,T2,-42.503566832078,147.76871481565,austlang,true,listed,unknown,false,,pointer_only,,,
t5,South-eastern Tasmanian,unclassified,Australia,,,T5,-43.225544401928,146.99773612688,austlang,true,listed,unknown,false,,pointer_only,,,
t6,Macquarie Harbour Tasmanian,unclassified,Australia,,,T6,,,none,,listed,unknown,false,,pointer_only,,,
t7,Ben Lomond,unclassified,Australia,,,T7,,,none,,listed,unknown,false,,pointer_only,,,
t8,Big River Tasmanian,unclassified,Australia,,,T8,-42.425061457076,146.75888026301,austlang,true,listed,unknown,false,,pointer_only,,,
t9,Cape Portland Tasmanian,unclassified,Australia,,,T9,-41.082510683171,148.05932283459,austlang,true,listed,unknown,false,,pointer_only,,,
taga1279,Tagalaka,Pama-Nyungan,Australia,taga1279,tgz,Y125,-18.1973276258,142.96122717197,glottolog,false,documented,extinct,false,,pointer_only,,1321.2,Pama-Nyungan > Paman > Alaya-Athima > Central Alaya-Athima
tang1381,Tangani,Pama-Nyungan,Australia,tang1381,,,-36.2301,140.158,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Lower Murray > Yaraldi-Keramin-Yitha > Narrinyeri
thay1248,Thaypan,Pama-Nyungan,Australia,thay1248,typ,Y66;Y84,-14.8292,143.324,glottolog,false,documented,extinct,true,3,pointer_only,,,Pama-Nyungan > Paman > Alaya-Athima > Thaypanic
thay1249,Thayore,Pama-Nyungan,Australia,thay1249,thd,Y69,-14.8159,142.034,glottolog,false,documented,shifting,true,163,pointer_only,,1083.2,Pama-Nyungan > Paman > Southwest Pama > Upper Southwest Paman
thii1234,Thiin,Pama-Nyungan,Australia,thii1234,iin,W25,-23.71156576435,116.68011572516,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Mantharta > Djiwarli-Thiin
thur1254,Thurawal,Pama-Nyungan,Australia,thur1254,tbh,S50;S58;S59,-34.634,150.721,glottolog,false,documented,extinct,true,116,pointer_only,,666.6,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Yuin-Kuri > Yuin > Northern Costal Yuin
tiwi1244,Tiwi,(isolate),Australia,tiwi1244,tiw,N20,-11.6308,130.949,glottolog,false,listed,shifting,true,282,live,39,,
tjak1234,Tjakut,Pama-Nyungan,Australia,tjak1234,,,-38.155612905976,141.53965852318,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Warrnambool-Bunganditj > Warrnambool
tjup1235,Tjupan,Pama-Nyungan,Australia,tjup1235,,A31,-27.11796,120.56642,glottolog,false,documented,nearly extinct,false,,pointer_only,,,Pama-Nyungan > Desert Nyungic > Wati > Unclassified Wati > Lake Carnegie Western Desert
tjur1240,Tjurruru,Pama-Nyungan,Australia,tjur1240,tju,W33,-22.842,118.267,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Ngayarda > Central Ngayarda
torr1261,Torres Strait-Lockhart River Creole,Indo-European,Australia,torr1261,tcs,P2,-11.066,142.692,glottolog,false,documented,threatened,true,220,pointer_only,,,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglic > Later Anglic > Middle-Modern English > Macro-English > Pacific Creole English > Early Melanesian Pidgin
torr1263,Torres Strait Creole,Indo-European,Australia,torr1263,,,-11.066,142.692,glottolog,false,classified,unknown,false,,none,,,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglic > Later Anglic > Middle-Modern English > Macro-English > Pacific Creole English > Early Melanesian Pidgin > Torres Strait-Lockhart River Creole
turr1239,Turra,Pama-Nyungan,Australia,turr1239,,,-34.69,137.535,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Arandic-Thura-Yura > Thura-Yura > Core Thura Yura > Southern Thura-Yura > Narungga
twee1234,Tweed-Albert,Pama-Nyungan,Australia,twee1234,xjb,E18,-28.028726,153.286993,glottolog,false,documented,extinct,false,,open_resource,2,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Greater Bandjalangic > Bandjalangic > Coastal Bandjalang
tyan1235,Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit,Pama-Nyungan,Australia,tyan1235,,,-12.544,141.984,glottolog,false,documented,extinct,false,,none,,797.4,Pama-Nyungan > Paman > Northern Pama > Albatross Bay
tyan1236,Thanikwithi,Pama-Nyungan,Australia,tyan1236,,,-12.544,141.984,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Paman > Northern Pama > Albatross Bay > Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit > Awngtim
tyar1236,Tyaraity,Northern Daly,Australia,tyar1236,woa,N10,-12.4868,130.676,glottolog,false,documented,extinct,true,19,pointer_only,,,Northern Daly
tyur1234,Tyuretye Arrernte,Pama-Nyungan,Australia,tyur1234,,,-24.05052,133.24621,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Arandic-Thura-Yura > Arandic > South Arandic > Upper Arrernte > Western Arrarnta
ulku1238,Ulkulu,Pama-Nyungan,Australia,ulku1238,,,-16.6807,143.53,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Paman > Alaya-Athima > Southwestern Alaya-Athima > Kunjen
umbi1243,Umbindhamu,Pama-Nyungan,Australia,umbi1243,umd,Y138;Y50,-13.921,143.328,glottolog,false,documented,extinct,false,,pointer_only,,1379.3,Pama-Nyungan > Paman > Compromise Middle Pama > Northeastern Pama > Umbindhamuic
umbu1235,Umbugarla,(isolate),Australia,umbu1235,umr,N43,-12.9325,131.825,glottolog,false,listed,extinct,true,139,pointer_only,,,
umbu1256,Umbuygamu,Pama-Nyungan,Australia,umbu1256,umg,Y170;Y55,-14.25876,143.6305,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > Paman > Lamalamic > Coastal Lamalamic
umii1235,Umiida-Unggarangu,Worrorran,Australia,umii1235,,,-16.559333,124.5,glottolog,false,documented,extinct,true,101,none,,,Worrorran > Western Worrorran
umii1236,Umiida,Worrorran,Australia,umii1236,xud,K49,-16.615461,124.079216,glottolog,false,documented,extinct,false,,pointer_only,,,Worrorran > Western Worrorran > Umiida-Unggarangu
umpi1239,Umpila,Pama-Nyungan,Australia,umpi1239,ump,Y45,-13.1528,143.467,glottolog,false,documented,nearly extinct,true,1,pointer_only,,434.7,Pama-Nyungan > Paman > Compromise Middle Pama > Northeastern Pama > Umpilaic
unam1243,Unambal,Worrorran,Australia,unam1243,,,-14.8347,125.72,glottolog,false,classified,unknown,false,,none,,,Worrorran > Northern Worrorran > Wunambal
ungg1243,Unggumi,Worrorran,Australia,ungg1243,xgu,K14,-15.65,124.67,glottolog,false,documented,extinct,false,,pointer_only,,,Worrorran > Western Worrorran
ungg1244,Unggaranggu,Worrorran,Australia,ungg1244,xun,K55,-16.91,124.156,glottolog,false,documented,extinct,false,,pointer_only,,,Worrorran > Western Worrorran > Umiida-Unggarangu
uppe1415,Upper Riverland,Pama-Nyungan,Australia,uppe1415,,,-34.098823177692,140.99932761004,glottolog,false,documented,extinct,false,,none,,2385,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Lower Murray
urni1239,Urningangg,Giimbiyu,Australia,urni1239,urc,N66,-13.4766,133.023,glottolog,false,documented,extinct,true,175,pointer_only,,,Giimbiyu > Urninganggic
uwin1234,Uwinymil,Gunwinyguan,Australia,uwin1234,,,-12.8,131.7,glottolog,false,classified,extinct,false,,none,,,Gunwinyguan > Western Gunwinyguan > Warrayic
w28,Jiwarli,unclassified,Australia,,,W28,-23.497306025591,115.90091904253,austlang,true,listed,unknown,false,,pointer_only,,,
w44,Janadjina,unclassified,Australia,,,W44,-24.735537440284,118.26741923302,austlang,true,listed,unknown,false,,pointer_only,,,
w45,Watjanmay,unclassified,Australia,,,W45,-30.429310013267,119.98744376942,austlang,true,listed,unknown,false,,pointer_only,,,
w48,Djungundja,unclassified,Australia,,,W48,,,none,,listed,unknown,false,,pointer_only,,,
w49,Jadira,unclassified,Australia,,,W49,-21.845529866535,116.18847829586,austlang,true,listed,unknown,false,,pointer_only,,,
w50,Jindijind,unclassified,Australia,,,W50,,,none,,listed,unknown,false,,pointer_only,,,
w53,Wirlu,unclassified,Australia,,,W53,,,none,,listed,unknown,false,,pointer_only,,,
w54,Yinigudira,unclassified,Australia,,,W54,,,none,,listed,unknown,false,,pointer_only,,,
w58,Yindjibarndi Padupadu,unclassified,Australia,,,W58,,,none,,listed,unknown,false,,pointer_only,,,
w59,Ngarluma Padupadu,unclassified,Australia,,,W59,,,none,,listed,unknown,false,,pointer_only,,,
w65,Djiraly,unclassified,Australia,,,W65,,,none,,listed,unknown,false,,pointer_only,,,
w66,Kongal-marawar,unclassified,Australia,,,W66,,,none,,listed,unknown,false,,pointer_only,,,
w67,Kongal-boyal,unclassified,Australia,,,W67,,,none,,listed,unknown,false,,pointer_only,,,
w68,Purnukundi,unclassified,Australia,,,W68,,,none,,listed,unknown,false,,pointer_only,,,
w69,Marndanjingu,unclassified,Australia,,,W69,,,none,,listed,unknown,false,,pointer_only,,,
waal1237,Waalaraay,Pama-Nyungan,Australia,waal1237,,,-29.9037,149.543,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > Wiradhuric > Yuwaalaraay-Gamilaraay
waal1238,Waalubal,Pama-Nyungan,Australia,waal1238,,,-29.042737,152.780249,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Greater Bandjalangic > Bandjalangic > Inland Bandjalang > Middle Clarence Bandjalang
wadi1249,Wadiwadi,Pama-Nyungan,Australia,wadi1249,,,-34.634,150.721,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Yuin-Kuri > Yuin > Northern Costal Yuin > Thurawal
wadi1260,Wadi Wadi,Pama-Nyungan,Australia,wadi1260,xwd,D4;S33,-34.13829932,143.6694397,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Kulin > Nuclear Kulin > Western Victoria
wadi1261,Wadikali,Pama-Nyungan,Australia,wadi1261,wdk,L12,-29.49049805,140.9591946,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > Yarli-Baagandji > Yarli
wadj1254,Wadjiginy,(isolate),Australia,wadj1254,wdj,N11;N31,-12.8596,130.737,glottolog,false,listed,moribund,true,187,pointer_only,,,
wadj1255,Wadjigu,Pama-Nyungan,Australia,wadj1255,wdu,E39,-23.8029,147.421,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > Greater Maric > Guwa-Maric > Maric > Southern Maric
wadj1256,Wadja,Pama-Nyungan,Australia,wadj1256,,,-23.8029,147.421,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Greater Maric > Guwa-Maric > Maric > Southern Maric > Wadjigu
waga1260,Wagaya,Pama-Nyungan,Australia,waga1260,wga,C16,-20.329,137.623,glottolog,false,comprehensive,extinct,true,152,open_resource,1,1118.3,Pama-Nyungan > Ngarna > Southern Ngarna > Ngarru
waga1261,Wagawaga (Australia),Pama-Nyungan,Australia,waga1261,,,-26.248,151.868,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > North Coast Pama-Nyungan > Waka-Kabic > Western Waka-Kabic > Wakawaka
wage1238,Wageman,(isolate),Australia,wage1238,waq,N27,-13.8627,131.893,glottolog,false,listed,moribund,true,220,open_resource,10,,
waja1257,Wajarri,Pama-Nyungan,Australia,waja1257,wbv,A18;A19;A24;A39;W52,-28.1761,117.153,glottolog,false,comprehensive,moribund,true,118,live,3368,846.9,Pama-Nyungan > South-West Pama-Nyungan > Kartu-Nhanda > Kartu
waju1234,Wajuk,Pama-Nyungan,Australia,waju1234,xwj,A94,-31.80756,116.2514,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > South-West Pama-Nyungan > Nyunga
waka1274,Wakawaka,Pama-Nyungan,Australia,waka1274,wkw,E20;E22;E24;E28;E45;E87;E88,-26.248,151.868,glottolog,false,documented,nearly extinct,true,1,pointer_only,,1031.7,Pama-Nyungan > Southeastern Pama-Nyungan > North Coast Pama-Nyungan > Waka-Kabic > Western Waka-Kabic
wala1263,Walangama,Pama-Nyungan,Australia,wala1263,nlw,G36,-17.60243295,142.4891266,glottolog,false,documented,extinct,false,,pointer_only,,917.4,Pama-Nyungan > Paman > Norman Pama
wala1264,Walangu,Pama-Nyungan,Australia,wala1264,,,-12.2868,135.337,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Yuulngu > Southern Yolngu > Southern-Eastern Yolngu > Dhuwal-Dhuwala > Eastern Dhuwal-Dhuwala > Gupapuyngu
wala1272,Waladja,Worrorran,Australia,wala1272,,,-15.697411,127.616813,glottolog,false,classified,unknown,false,,none,,,Worrorran > Ngarinyin
wala1273,Walamangu,Pama-Nyungan,Australia,wala1273,,N79,-12.0853,134.877,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Yuulngu > Nhangu
walm1241,Walmajarri-Juwaliny,Pama-Nyungan,Australia,walm1241,wmt,A66;A88;A89,-19.7229,126.113,glottolog,false,comprehensive,shifting,true,81,open_resource,2,742.5,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Ngumpin > Western Ngumpin
walm1242,Walmajarri,Pama-Nyungan,Australia,walm1242,,,-19.7229,126.113,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Ngumpin > Western Ngumpin > Walmajarri-Juwaliny
wamb1258,Wambayan,Mirndi,Australia,wamb1258,wmb,C19,-17.496,135.683,glottolog,false,documented,nearly extinct,true,227,pointer_only,,,Mirndi > Ngurlun
wami1239,Wamin,Pama-Nyungan,Australia,wami1239,wmi,Y102;Y108;Y132;Y132.1;Y233,-18.3727,143.943,glottolog,false,documented,extinct,false,,pointer_only,,1940.7,Pama-Nyungan > Paman > Finasleigh Pama
wand1263,Wandarang,Mangarrayi-Maran,Australia,wand1263,wnd,N120,-14.2996,135.705,glottolog,false,documented,extinct,true,47,pointer_only,,,Mangarrayi-Maran > Maran
wang1288,Wangkajunga,Pama-Nyungan,Australia,wang1288,,A87,-20.26868,126.53434,glottolog,false,documented,moribund,false,,pointer_only,,240,Pama-Nyungan > Desert Nyungic > Wati > Martuwangkic > Warnman-Wangka > Martu Wangka
wang1289,Wanggamala,Pama-Nyungan,Australia,wang1289,wnm,C9;G1,-24.7022,137.433,glottolog,false,documented,extinct,false,,pointer_only,,823.9,Pama-Nyungan > Karnic > Palku > Pitta-Pitta
wang1290,Wangganguru,Pama-Nyungan,Australia,wang1290,wgg,L27,-25.8148,135.941,glottolog,false,documented,nearly extinct,true,1,pointer_only,,31,Pama-Nyungan > Karnic > Palku > Arabana-Wangganguru
wang1291,Ngiyambaa,Pama-Nyungan,Australia,wang1291,wyb,D18;D22;E5,-30.6481,146.18,glottolog,false,comprehensive,extinct,true,349,live,38,1480.4,Pama-Nyungan > Southeastern Pama-Nyungan > Wiradhuric
wang1292,Wangaaybuwan,Pama-Nyungan,Australia,wang1292,,,-30.6481,146.18,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > Wiradhuric > Ngiyambaa
wang1293,Wangurri,Pama-Nyungan,Australia,wang1293,,N134,-11.9493,135.752,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Yuulngu > Southern Yolngu > Southern-Eastern Yolngu > Dhangu
wang1303,Wangkakupa,Pama-Nyungan,Australia,wang1303,,L52,-28.705,135.449,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Karnic > Palku > Arabana-Wangganguru > Arabana
wanm1242,Wanman,Pama-Nyungan,Australia,wanm1242,wbt,A62,-22.7078,122.325,glottolog,false,documented,moribund,true,150,pointer_only,,869.8,Pama-Nyungan > Desert Nyungic > Wati > Martuwangkic > Warnman-Wangka
wany1244,Wanyjirra,Pama-Nyungan,Australia,wany1244,,,-18.3288,128.262,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Ngumpin > Western Ngumpin > Jaru
wany1247,Wanyi,Garrwan,Australia,wany1247,wny,G23,-18.6529,137.608,glottolog,false,documented,extinct,false,,pointer_only,,,Garrwan
wara1290,Warray,Gunwinyguan,Australia,wara1290,wrz,N25,-13.0941,131.236,glottolog,false,documented,extinct,true,41,pointer_only,,,Gunwinyguan > Western Gunwinyguan > Warrayic
ward1246,Wardaman,Yangmanic,Australia,ward1246,wrr,N35,-15.4155,132.604,glottolog,false,documented,moribund,true,307,pointer_only,,,Yangmanic
ward1248,Wardandi,Pama-Nyungan,Australia,ward1248,wxw,W3,-33.92109,115.26929,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > South-West Pama-Nyungan > Nyunga
wari1262,Wariyangga,Pama-Nyungan,Australia,wari1262,wri,A39.1;W22;W51,-24.353,116.927,glottolog,false,documented,extinct,false,,pointer_only,,440.7,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Mantharta > Wariyangga-Dhargari
warl1254,Warlpiri,Pama-Nyungan,Australia,warl1254,wbp,C15;C15.1;C2;C38;C40;C42;C43,-20.1008,131.05,glottolog,false,comprehensive,shifting,true,169,live,122,1106,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Yapa
warl1255,Warlmanpa,Pama-Nyungan,Australia,warl1255,wrl,C17,-18.949,133.862,glottolog,false,comprehensive,moribund,true,43,open_resource,3,1106,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Yapa
warl1256,Warluwara,Pama-Nyungan,Australia,warl1256,wrb,G10;G41;G43,-22.2909,138.738,glottolog,false,comprehensive,extinct,true,129,open_resource,1,1242.7,Pama-Nyungan > Ngarna > Southern Ngarna > Thawa
warr1255,Warrgamay,Pama-Nyungan,Australia,warr1255,wgy,Y130;Y134;Y220,-18.5468,146.179,glottolog,false,comprehensive,extinct,true,140,open_resource,2,1323.8,Pama-Nyungan
warr1257,Warrnambool,Pama-Nyungan,Australia,warr1257,gjm,S20;S25;S75,-38.155612905976,141.53965852318,glottolog,false,documented,extinct,true,24,pointer_only,,272.4,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Warrnambool-Bunganditj
warr1258,Warrwa,Nyulnyulan,Australia,warr1258,wwr,K10,-17.0965,123.971,glottolog,false,documented,extinct,true,183,pointer_only,,,Nyulnyulan > Eastern Nyulnyulan > Nyikinic
waru1264,Warrongo,Pama-Nyungan,Australia,waru1264,wrg,E60;L42;Y133;Y216,-18.2496,144.37,glottolog,false,comprehensive,extinct,true,93,open_resource,14,1596.9,Pama-Nyungan > Greater Maric > Guwa-Maric > Maric > Northern Maric > Warungu-Gugu Badhun
waru1265,Warumungu,Pama-Nyungan,Australia,waru1265,wrm,C18,-20.6479,134.375,glottolog,false,comprehensive,moribund,true,196,open_resource,1,1454.8,Pama-Nyungan > Desert Nyungic
warw1234,Warwick,Pama-Nyungan,Australia,warw1234,,,-28.289642,152.151281,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Greater Bandjalangic > Bandjalangic > Inland Bandjalang > Condamine-Upper Clarence Bandjalang
wath1238,Wathawurrung,Pama-Nyungan,Australia,wath1238,wth,S29;S31;S92,-37.68777565,144.1013148,glottolog,false,comprehensive,extinct,true,83,live,37,1803.1,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Kulin > Nuclear Kulin
wayi1238,Wayilwan,Pama-Nyungan,Australia,wayi1238,,A11;D20,-30.6481,146.18,glottolog,false,documented,unknown,false,,pointer_only,,1676.5,Pama-Nyungan > Southeastern Pama-Nyungan > Wiradhuric > Ngiyambaa
wemb1241,Wemba Wemba,Pama-Nyungan,Australia,wemb1241,xww,D1;S94,-35.445,144.09,glottolog,false,documented,extinct,false,,open_resource,4,,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Kulin > Nuclear Kulin > Western Victoria > Wembawembic
wemb1242,Wembawembic,Pama-Nyungan,Australia,wemb1242,,,-34.13829932,143.6694397,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Kulin > Nuclear Kulin > Western Victoria
werg1234,Wergaia,Pama-Nyungan,Australia,werg1234,weg,S15;S22,-34.13829932,143.6694397,glottolog,false,documented,nearly extinct,false,,pointer_only,,,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Kulin > Nuclear Kulin > Western Victoria > Djadjawurrungic
west2436,West Ngarluma,Pama-Nyungan,Australia,west2436,,W56,-20.9235,117.203,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Ngayarda > Central Ngayarda > Ngarluma-Kariyarra > Ngarluma
west2437,Western Warlpiri,Pama-Nyungan,Australia,west2437,,,-20.1008,131.05,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Yapa > Warlpiri
west2441,Western Arrarnta,Pama-Nyungan,Australia,west2441,are,C47,-24.05052,133.24621,glottolog,false,comprehensive,shifting,true,206,open_resource,18,684.6,Pama-Nyungan > Arandic-Thura-Yura > Arandic > South Arandic > Upper Arrernte
west2442,Western Anmatyerre,Pama-Nyungan,Australia,west2442,,,-22.2853,133.286,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Arandic-Thura-Yura > Arandic > South Arandic > Upper Arrernte > Anmatyerre
west2443,Western Victoria,Pama-Nyungan,Australia,west2443,,,-34.13829932,143.6694397,glottolog,false,documented,extinct,true,58,none,,862.8,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Kulin > Nuclear Kulin
west2904,Western Garrwa,Garrwan,Australia,west2904,,,-17.4504,137.72014,glottolog,false,classified,unknown,false,,none,,,Garrwan > Garrwa
west3002,Western Northwestern Tasmanian,Western Tasmanian,Australia,west3002,,,-40.76592,144.74362,glottolog,false,classified,unknown,false,,none,,,Western Tasmanian > Western Coastal Tasmanian > Northwestern Tasmanian
wika1238,Wikalkan,Pama-Nyungan,Australia,wika1238,wik,Y46;Y48;Y49;Y51,-13.6835,141.557,glottolog,false,documented,moribund,false,,pointer_only,,1239,Pama-Nyungan > Paman > Compromise Middle Pama > Wik > Ngatharra-Ngathana-Iinychanya
wike1239,Wik-Epa,Pama-Nyungan,Australia,wike1239,wie,Y52,-13.846,141.858,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > Paman > Compromise Middle Pama > Wik > Kuku-Wik-Ep > Ep-Meanha-Keyenganh
