slug,name,family,macroarea,glottocode,iso639_3,austlang,lat,lon,coord_provenance,coord_approximate,tier,endangerment,grammar_profiled,grammar_feature_count,lexicon_state,word_count,deep_time_divergence_bp,classification_chain
naka1260,Nakara,Maningrida,Australia,naka1260,nck,N80,-12.07653,134.32729,glottolog,false,documented,moribund,true,16,pointer_only,,,Maningrida > Nakkara-Ndjebbana
nang1258,Nangu,Pama-Nyungan,Australia,nang1258,,,-18.6771,122.334,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Desert Nyungic > Marrngu > Karadjeri
nang1259,Nangikurrunggurr,Southern Daly,Australia,nang1259,nam,N157;N160;N17;N8,-14.268,131.237,glottolog,false,documented,shifting,true,49,pointer_only,,,Southern Daly
nari1241,Nari Nari,Pama-Nyungan,Australia,nari1241,rnr,D9,-34.53088,144.34507,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Kulin > Nuclear Kulin > Western Victoria
narr1259,Narrinyeri,Pama-Nyungan,Australia,narr1259,nay,S1;S11;S14;S19;S3;S69;S8,-36.2301,140.158,glottolog,false,comprehensive,extinct,true,90,live,177,764.5,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Lower Murray > Yaraldi-Keramin-Yitha
naru1238,Narungga,Pama-Nyungan,Australia,naru1238,nnr,L1,-34.69,137.535,glottolog,false,comprehensive,moribund,true,120,open_resource,24,1159.1,Pama-Nyungan > Arandic-Thura-Yura > Thura-Yura > Core Thura Yura > Southern Thura-Yura
nauo1235,Nauo,Pama-Nyungan,Australia,nauo1235,nwo,,-33.79661078,135.828014,glottolog,false,classified,extinct,false,,none,,,Pama-Nyungan > Arandic-Thura-Yura > Thura-Yura > Core Thura Yura > Unclassified Core Thura-Yura
nawu1241,Nawurtu,Pama-Nyungan,Australia,nawu1241,,,-18.6771,122.334,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Desert Nyungic > Marrngu > Karadjeri
ndra1239,Ndra'ngith,Pama-Nyungan,Australia,ndra1239,dgt,,-12.544,141.984,glottolog,false,classified,extinct,false,,none,,,Pama-Nyungan > Paman > Northern Pama > Albatross Bay > Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit
neta1235,North Midlands Tasmanian,North-Eastern Tasmanian,Australia,neta1235,xph,T4,-41.55781,147.20848,glottolog,false,documented,extinct,false,,pointer_only,,,North-Eastern Tasmanian
ngaa1240,Ngaanyatjarra,Pama-Nyungan,Australia,ngaa1240,ntj,A17;A30;A37;A38;A38.1;A43;A7;A8;A80,-25.7514,127.602,glottolog,false,comprehensive,shifting,true,218,open_resource,9,1055.8,Pama-Nyungan > Desert Nyungic > Wati > Pintupic > Nuclear Pintupic > Wangkatja-Tjarra > Tjarra
ngad1257,Ngadjuri,Pama-Nyungan,Australia,ngad1257,jui,L5,-32.930160660336,139.08123163651,glottolog,false,documented,extinct,false,,open_resource,5,1674.9,Pama-Nyungan > Arandic-Thura-Yura > Thura-Yura > Core Thura Yura > Unclassified Core Thura-Yura
ngad1258,Ngadjunmaya,Pama-Nyungan,Australia,ngad1258,nju,A3;A99,-32.02447,124.46601,glottolog,false,documented,extinct,true,27,pointer_only,,1705.5,Pama-Nyungan > South-West Pama-Nyungan > Mirning
ngad1259,Ngadanja,Pama-Nyungan,Australia,ngad1259,,,-13.6835,141.557,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Paman > Compromise Middle Pama > Wik > Ngatharra-Ngathana-Iinychanya > Wikalkan
ngad1260,Ngadjan,Pama-Nyungan,Australia,ngad1260,,Y121,-17.4516,145.544,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Dyirbal
ngal1292,Ngalkbun,Gunwinyguan,Australia,ngal1292,ngk,N60;N76;N89,-13.9783,133.936,glottolog,false,comprehensive,nearly extinct,true,231,open_resource,1,,Gunwinyguan
ngal1293,Ngalakgan,Gunwinyguan,Australia,ngal1293,nig,N77,-14.4281,134.716,glottolog,false,documented,extinct,true,68,pointer_only,,,Gunwinyguan > Jala
ngal1294,Ngaliwurru,Mirndi,Australia,ngal1294,,N19,-15.78944,130.8759,glottolog,false,documented,shifting,false,,pointer_only,,,Mirndi > Yirram > Jaminjung-Ngaliwurru
ngam1265,Ngamini-Yarluyandi-Karangura,Pama-Nyungan,Australia,ngam1265,nmv,L22;L28;L31,-27.1797,138.701,glottolog,false,documented,extinct,false,,pointer_only,,898.4,Pama-Nyungan > Karnic > Central Karnic > Western Central Karnic > Pirlatapa-Dieric > Dieric
ngam1284,Ngamini,Pama-Nyungan,Australia,ngam1284,,,-27.1797,138.701,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Karnic > Central Karnic > Western Central Karnic > Pirlatapa-Dieric > Dieric > Ngamini-Yarluyandi-Karangura
ngan1295,Ngandi,Gunwinyguan,Australia,ngan1295,nid,N90,-12.8448,134.649,glottolog,false,documented,nearly extinct,true,146,pointer_only,,,Gunwinyguan > Eastern Gunwinyguan
ngan1296,Nganyaywana,Pama-Nyungan,Australia,ngan1296,nyx,D24;D70,-29.581,151.313,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > Macleay-New England
ngan1297,Ngangi-Wumeri,Southern Daly,Australia,ngan1297,,,-14.268,131.237,glottolog,false,classified,unknown,false,,none,,,Southern Daly > Nangikurrunggurr
ngan1298,Ngangi-Tjemerri,Southern Daly,Australia,ngan1298,,,-14.268,131.237,glottolog,false,classified,unknown,false,,none,,,Southern Daly > Nangikurrunggurr
ngan1309,Nganduwal,Pama-Nyungan,Australia,ngan1309,,E78,-28.028726,153.286993,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Greater Bandjalangic > Bandjalangic > Coastal Bandjalang > Tweed-Albert
ngar1235,Ngarinman,Pama-Nyungan,Australia,ngar1235,nbj,C27,-15.4661,130.651,glottolog,false,documented,shifting,true,2,pointer_only,,688.2,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Ngumpin > Eastern Ngumpin > Ngumpit
ngar1283,Ngarnka,Mirndi,Australia,ngar1283,nji,,-17.42,134.73,glottolog,false,documented,extinct,true,182,none,,,Mirndi > Ngurlun
ngar1284,Ngarinyin,Worrorran,Australia,ngar1284,ung,K18;K23;K26;K28;K33;K37,-16.4006,126.433,glottolog,false,comprehensive,nearly extinct,true,324,open_resource,1,,Worrorran
ngar1285,Ngarnawu,Worrorran,Australia,ngar1285,,,-15.700055,127.452018,glottolog,false,documented,unknown,true,103,none,,,Worrorran > Ngarinyin
ngar1287,Ngarluma,Pama-Nyungan,Australia,ngar1287,nrl,W38;W47,-20.9235,117.203,glottolog,false,comprehensive,moribund,true,3,open_resource,1,583.2,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Ngayarda > Central Ngayarda > Ngarluma-Kariyarra
ngar1288,Ngardi,Pama-Nyungan,Australia,ngar1288,rxd,A121;A63;A69,-21.0231,129.0308,glottolog,false,documented,moribund,false,,pointer_only,,,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Ngumpin > Western Ngumpin
ngar1296,Ngarla,Pama-Nyungan,Australia,ngar1296,nrk,,-20.20748,119.30579,glottolog,false,documented,extinct,true,1,none,,1075.7,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Ngayarda > Northern Ngayarda
ngar1297,Ngarigu,Pama-Nyungan,Australia,ngar1297,xni,S46;S47,-36.23,149.13,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Yuin-Kuri > Yuin > Southern Inland Yuin
ngar1298,Ngaraangbal,Pama-Nyungan,Australia,ngar1298,,,-28.028726,153.286993,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Greater Bandjalangic > Bandjalangic > Coastal Bandjalang > Tweed-Albert
ngaw1240,Ngawun,Pama-Nyungan,Australia,ngaw1240,nxn,G17;G19,-19.4484,141.471,glottolog,false,comprehensive,extinct,true,31,open_resource,2,511.1,Pama-Nyungan > Paman > Mayabic > Nuclear Mayabic
ngay1242,Ngaymil,Pama-Nyungan,Australia,ngay1242,,N116.X,-11.9493,135.752,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Yuulngu > Southern Yolngu > Southern-Eastern Yolngu > Dhangu
ngin1247,Ngindadj,Pama-Nyungan,Australia,ngin1247,,S18,-34.098823177692,140.99932761004,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Lower Murray > Upper Riverland
ngko1236,Ngkoth,Pama-Nyungan,Australia,ngko1236,,Y36,-12.740575,141.886762,glottolog,false,documented,extinct,false,,pointer_only,,743.6,Pama-Nyungan > Paman > Northern Pama
ngub1238,Nguburindi,Tangkic,Australia,ngub1238,,,-17.5446,139.426,glottolog,false,documented,unknown,false,,none,,690.9,Tangkic > Southern Tangkic > Ganggalida
ngum1253,Ngumbarl,Nyulnyulan,Australia,ngum1253,xnm,K4,-17.491239,122.230025,glottolog,false,documented,extinct,false,,pointer_only,,,Nyulnyulan > Eastern Nyulnyulan > Unclassified Eastern Nyulnyulan
ngun1277,Ngunawal,Pama-Nyungan,Australia,ngun1277,xul,D3;S57,-36.25,148.77,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Yuin-Kuri > Yuin > Northern Inland Yuin
ngur1260,Ngurmbur,Unattested,Australia,ngur1260,nrx,N224;N40.1;N49,-12.6483,132.508,glottolog,false,documented,extinct,false,,pointer_only,,,Unattested > Umbugarla (Unattested)
ngur1261,Wilson River (Grey Range),Pama-Nyungan,Australia,ngur1261,nbx,L15;L20;L24;L25;L29;L56;L68,-27.58,142.45,glottolog,false,comprehensive,extinct,true,55,open_resource,1,936,Pama-Nyungan > Karnic > Badjiri-Eastern Karnic > Eastern Karnic
nhan1238,Nhanda,Pama-Nyungan,Australia,nhan1238,nha,W12;W13;W14;W15;W16;W17,-27.42523643,114.2680442,glottolog,false,comprehensive,nearly extinct,true,215,open_resource,11,1007,Pama-Nyungan > South-West Pama-Nyungan > Kartu-Nhanda
nhir1234,Nhirrpi,Pama-Nyungan,Australia,nhir1234,hrp,L46,-28.62911,141.27596,glottolog,false,documented,extinct,false,,pointer_only,,869.9,Pama-Nyungan > Karnic > Central Karnic > Western Central Karnic > Yandruwandhic > Yandruwandha
nhuw1239,Nhuwala,Pama-Nyungan,Australia,nhuw1239,nhf,W30,-21.38154,115.74542,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Ngayarda
nija1241,Nyiyaparli-Palyku,Pama-Nyungan,Australia,nija1241,xny,,-22.8558,120.831,glottolog,false,documented,moribund,true,1,none,,,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Ngayarda > Central Ngayarda
nima1245,Nimanbur,Nyulnyulan,Australia,nima1245,nmp,K9,-17.374,123.228,glottolog,false,documented,extinct,false,,pointer_only,,,Nyulnyulan > Western Nyulnyulan
njak1238,Njakali,Pama-Nyungan,Australia,njak1238,,,-16.596,145.388,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Yimidhirr-Yalanji-Yidinic > Yidinic > Dyaabugay
njan1241,Njangbal,Pama-Nyungan,Australia,njan1241,,,-28.937029,153.48612,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Greater Bandjalangic > Bandjalangic > Coastal Bandjalang > Lower Richmond
nort2753,North-western Warlpiri,Pama-Nyungan,Australia,nort2753,,,-20.1008,131.05,glottolog,false,documented,unknown,false,,none,,1368.7,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Yapa > Warlpiri
nort2754,Northern Coastal Nyangumarta,Pama-Nyungan,Australia,nort2754,,,-20.6271,121.391,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Desert Nyungic > Marrngu > Nyangumarta
nort2755,Northern Inggarda,Pama-Nyungan,Australia,nort2755,,,-25.4446,115.58,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > South-West Pama-Nyungan > Yinggarda
nort2756,Northern Sunraysia,Pama-Nyungan,Australia,nort2756,,,-34.190056,142.273631,glottolog,false,documented,extinct,false,,none,,1757.9,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Lower Murray > Yaraldi-Keramin-Yitha
nort2760,Northern Inland Yuin,Pama-Nyungan,Australia,nort2760,,,-34.85,149.1,glottolog,false,documented,extinct,false,,none,,1423.3,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Yuin-Kuri > Yuin
nort2762,Northern Yawuru,Nyulnyulan,Australia,nort2762,,,-18.004,122.693,glottolog,false,classified,unknown,false,,none,,,Nyulnyulan > Eastern Nyulnyulan > Yawuric > Yawuru
nort3403,Northern Arrernte,Pama-Nyungan,Australia,nort3403,,,-23.3583,135.046,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Arandic-Thura-Yura > Arandic > South Arandic > Upper Arrernte > Central-Eastern Arrernte > Eastern Arrernte
nort3415,Northwestern Tasmanian,Western Tasmanian,Australia,nort3415,xpw,,-40.76592,144.74362,glottolog,false,classified,extinct,false,,none,,,Western Tasmanian > Western Coastal Tasmanian
ntrw1234,Ndrwa'angathi,Pama-Nyungan,Australia,ntrw1234,,,-12.544,141.984,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Paman > Northern Pama > Albatross Bay > Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit > Awngtim
nucl1242,Nuclear Marithiel,Western Daly,Australia,nucl1242,,,-13.8818,130.237,glottolog,false,classified,unknown,false,,none,,,Western Daly > Bringen > Marithielic > Marithiel
nucl1327,Limilngan,Limilngan-Wulna,Australia,nucl1327,lmc,N30;N37.1;N42;N42.1;N51,-12.4294,131.845,glottolog,false,documented,extinct,true,213,pointer_only,,,Limilngan-Wulna
nucl1328,Wambaya,Mirndi,Australia,nucl1328,,,-17.496,135.683,glottolog,false,documented,unknown,false,,open_resource,1,,Mirndi > Ngurlun > Wambayan > Wambaya-Gudanji
nucl1333,Nuclear Dhuwal,Pama-Nyungan,Australia,nucl1333,dwu,,-12.67,136.75,glottolog,false,classified,not endangered,false,,none,,,Pama-Nyungan > Yuulngu > Southern Yolngu > Southern-Eastern Yolngu > Dhuwal-Dhuwala > Western Dhuwal-Dhuwala > Dhuwal
nucl1334,Nuclear Gupapuyngu,Pama-Nyungan,Australia,nucl1334,,,-12.2868,135.337,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Yuulngu > Southern Yolngu > Southern-Eastern Yolngu > Dhuwal-Dhuwala > Eastern Dhuwal-Dhuwala > Gupapuyngu
nucl1336,Nuclear Dyaabugay,Pama-Nyungan,Australia,nucl1336,,,-16.596,145.388,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Yimidhirr-Yalanji-Yidinic > Yidinic > Dyaabugay
nucl1337,Nuclear Yidiny,Pama-Nyungan,Australia,nucl1337,,,-17.1332,145.876,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Yimidhirr-Yalanji-Yidinic > Yidinic > Yidiñ
nucl1338,Nuclear Bardi,Nyulnyulan,Australia,nucl1338,,,-16.6274,122.906,glottolog,false,classified,unknown,false,,none,,,Nyulnyulan > Western Nyulnyulan > Bardic > Bardi
nugu1241,Nugunu (Australia),Pama-Nyungan,Australia,nugu1241,nnv,L4,-32.6655,138.0567,glottolog,false,documented,extinct,false,,pointer_only,,1159.1,Pama-Nyungan > Arandic-Thura-Yura > Thura-Yura > Core Thura Yura > Unclassified Core Thura-Yura
nung1290,Wubuy,Gunwinyguan,Australia,nung1290,nuy,N128,-14.2623,135.753,glottolog,false,documented,shifting,true,143,pointer_only,,,Gunwinyguan > Eastern Gunwinyguan > Wubuy-Anindilyakwa
nung1291,Nungali,Mirndi,Australia,nung1291,nug,N28,-14.9109,131.641,glottolog,false,documented,extinct,false,,pointer_only,,,Mirndi > Yirram
nyam1271,Nyamal,Pama-Nyungan,Australia,nyam1271,nly,A58;A60,-21.6092,119.693,glottolog,false,documented,nearly extinct,true,1,pointer_only,,1075.7,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Ngayarda > Northern Ngayarda
nyan1300,Yangkaal,Tangkic,Australia,nyan1300,nny,E52;G37;N154;Y131,-16.74,138.023,glottolog,false,documented,extinct,false,,open_resource,5,347.7,Tangkic > Southern Tangkic > Kayardild-Yangkaal
nyan1301,Nyangumarta,Pama-Nyungan,Australia,nyan1301,nna,A104;A59;A61;A72;A73;A98,-20.6271,121.391,glottolog,false,documented,shifting,true,89,pointer_only,,507.2,Pama-Nyungan > Desert Nyungic > Marrngu
nyaw1247,Nyawaygi,Pama-Nyungan,Australia,nyaw1247,nyt,E61;Y129;Y218,-18.8743,146.216,glottolog,false,documented,extinct,true,129,pointer_only,,1323.8,Pama-Nyungan > Nyawaygic
nyig1240,Nyigina,Nyulnyulan,Australia,nyig1240,nyh,K3,-17.9594,124.348,glottolog,false,documented,moribund,true,172,pointer_only,,,Nyulnyulan > Eastern Nyulnyulan > Nyikinic
nyin1247,Nyininy,Pama-Nyungan,Australia,nyin1247,,,-18.3288,128.262,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Ngumpin > Western Ngumpin > Jaru
nyul1247,Nyulnyul,Nyulnyulan,Australia,nyul1247,nyv,K13,-16.9129,122.851,glottolog,false,comprehensive,extinct,true,217,open_resource,14,,Nyulnyulan > Western Nyulnyulan > Nyulnyulic
nyun1247,Nyunga,Pama-Nyungan,Australia,nyun1247,nys,A1;W2;W41;W8,-33.1199,118.151,glottolog,false,documented,extinct,true,35,pointer_only,,582.3,Pama-Nyungan > South-West Pama-Nyungan
ogha1238,Ogh Awarrangg,Pama-Nyungan,Australia,ogha1238,,Y201,-16.6807,143.53,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Paman > Alaya-Athima > Southwestern Alaya-Athima > Kunjen
oyka1239,Oykangand,Pama-Nyungan,Australia,oyka1239,,Y206,-16.6807,143.53,glottolog,false,documented,unknown,false,,pointer_only,,70.7,Pama-Nyungan > Paman > Alaya-Athima > Southwestern Alaya-Athima > Kunjen
oyst1235,Oyster Bay-Big River-Little Swanport,(isolate),Australia,oyst1235,xpd,,-42.307378,147.50061,glottolog,false,listed,extinct,true,2,none,,,
p4,Aboriginal English,unclassified,Australia,,,P4,,,none,,listed,unknown,false,,pointer_only,,,
paka1251,Pakanha,Pama-Nyungan,Australia,paka1251,pkn,Y64;Y96,-15.0908,142.74,glottolog,false,documented,extinct,true,1,pointer_only,,867.6,Pama-Nyungan > Paman > Compromise Middle Pama > Wik > Kuku-Wik-Ep > Kuku-Wik > Mungkanic
pall1243,Pallanganmiddang,Pama-Nyungan,Australia,pall1243,pmd,,-36.08,146.91,glottolog,false,documented,extinct,false,,none,,1213.4,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Eastern Victoria > Dhudhuroa-Pallanganmiddang
pant1254,Pantikura,Pama-Nyungan,Australia,pant1254,,A76,-22.7816,118.723,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Ngayarda > Central Ngayarda > Panytyima-Yinhawangka > Panytyima
pany1241,Panytyima,Pama-Nyungan,Australia,pany1241,pnw,A53;A96,-22.7816,118.723,glottolog,false,comprehensive,moribund,true,226,open_resource,15,608.3,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Ngayarda > Central Ngayarda > Panytyima-Yinhawangka
pert1234,Pertame,Pama-Nyungan,Australia,pert1234,,C46,-24.05052,133.24621,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Arandic-Thura-Yura > Arandic > South Arandic > Upper Arrernte > Western Arrarnta
pikw1234,Pikwurrung,Pama-Nyungan,Australia,pikw1234,,,-38.155612905976,141.53965852318,glottolog,false,classified,unknown,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Warrnambool-Bunganditj > Warrnambool
pilt1234,Piltapalta,Pama-Nyungan,Australia,pilt1234,,L53,-28.705,135.449,glottolog,false,documented,unknown,false,,pointer_only,,,Pama-Nyungan > Karnic > Palku > Arabana-Wangganguru > Arabana
pimp1234,Pimpama,Pama-Nyungan,Australia,pimp1234,,,-27.821692,153.304503,glottolog,false,classified,extinct,false,,none,,,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Greater Bandjalangic
pini1244,Pinigura,Pama-Nyungan,Australia,pini1244,pnv,W34,-22.4729,116.538,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > South-West Pama-Nyungan > Pilbara > Kanyara
pini1245,Lake Carnegie Western Desert,Pama-Nyungan,Australia,pini1245,tjp,A25;A26;A54,-27.11796,120.56642,glottolog,false,documented,nearly extinct,false,,pointer_only,,,Pama-Nyungan > Desert Nyungic > Wati > Unclassified Wati
pini1248,Pini,Pama-Nyungan,Australia,pini1248,pii,,-26.80165,121.99466,glottolog,false,classified,extinct,false,,none,,,Pama-Nyungan > Desert Nyungic > Wati > Unclassified Wati > Lake Carnegie Western Desert
pinj1244,Pinjarup,Pama-Nyungan,Australia,pinj1244,pnj,W6,-32.7,115.7,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > South-West Pama-Nyungan > Nyunga
pint1250,Pintupi-Luritja,Pama-Nyungan,Australia,pint1250,piu,C10;C44,-23.2963,130.643,glottolog,false,documented,shifting,true,158,pointer_only,,1318.8,Pama-Nyungan > Desert Nyungic > Wati > Pintupic > Nuclear Pintupic
pint1251,Pintiini,Pama-Nyungan,Australia,pint1251,pti,A10;A102;A103;A12;A81,-29.806,127.632,glottolog,false,documented,shifting,false,,open_resource,1,240,Pama-Nyungan > Desert Nyungic > Wati > Pintupic > Nuclear Pintupic > Wangkatja-Tjarra
pirl1238,Pirlatapa,Pama-Nyungan,Australia,pirl1238,bxi,L11,-29.524,139.77,glottolog,false,documented,extinct,false,,pointer_only,,,Pama-Nyungan > Karnic > Central Karnic > Western Central Karnic > Pirlatapa-Dieric
pirr1240,Pirriya,Pama-Nyungan,Australia,pirr1240,xpa,L36;L37,-25.48006595,142.5485119,glottolog,false,documented,extinct,false,,pointer_only,,1251.7,Pama-Nyungan > Karnic > Pirriya-Kungkari
pitj1243,Pitjantjatjara,Pama-Nyungan,Australia,pitj1243,pjt,A32;A83;C6,-26.9704,131.357,glottolog,false,comprehensive,threatened,true,112,open_resource,326,905.1,Pama-Nyungan > Desert Nyungic > Wati > Pintupic > Nuclear Pintupic > Wangkatja-Tjarra > Tjarra
pitt1247,Pitta Pitta,Pama-Nyungan,Australia,pitt1247,pit,G2;G4;G5;G53;G6;G7;L32;S2;S7,-22.7952,139.983,glottolog,false,documented,extinct,true,234,pointer_only,,994,Pama-Nyungan > Karnic > Palku > Pitta-Pitta
port1278,Port Sorell,Western Tasmanian,Australia,port1278,xpl,,-41.188369,146.559906,glottolog,false,classified,extinct,false,,none,,,Western Tasmanian
pudi1238,Puditara,Pama-Nyungan,Australia,pudi1238,,,-24.16283,121.275,glottolog,false,classified,nearly extinct,false,,none,,,Pama-Nyungan > Desert Nyungic > Wati > Martuwangkic > Warnman-Wangka > Martu Wangka
pung1239,Pungupungu,Wadjiginy,Australia,pung1239,,,-12.8596,130.737,glottolog,false,classified,unknown,false,,none,,,Wadjiginy
punt1240,Punthamara,Pama-Nyungan,Australia,punt1240,xpt,L16;L26,-27.33,143,glottolog,false,documented,extinct,false,,pointer_only,,507.1,Pama-Nyungan > Karnic > Badjiri-Eastern Karnic > Eastern Karnic > Wilson River (Grey Range)
remb1249,Rembarrnga,Gunwinyguan,Australia,remb1249,rmb,L40;N175;N44;N73,-12.9608,134.308,glottolog,false,comprehensive,moribund,true,11,open_resource,1,,Gunwinyguan > Jala
rirr1238,Rirratjingu,Pama-Nyungan,Australia,rirr1238,,N140,-11.9493,135.752,glottolog,false,documented,unknown,false,,pointer_only,,677.7,Pama-Nyungan > Yuulngu > Southern Yolngu > Southern-Eastern Yolngu > Dhangu
rita1239,Ritharrngu,Pama-Nyungan,Australia,rita1239,rit,N104;N149,-13.4559,135.259,glottolog,false,comprehensive,shifting,true,144,open_resource,1,865.4,Pama-Nyungan > Yuulngu > Southern Yolngu
robb1234,Robbins Island,Western Tasmanian,Australia,robb1234,,,-40.76592,144.74362,glottolog,false,classified,unknown,false,,none,,,Western Tasmanian > Western Coastal Tasmanian > Northwestern Tasmanian
s10,Ngawadj,unclassified,Australia,,,S10,-34.224469830423,140.22562948312,austlang,true,listed,unknown,false,,pointer_only,,,
s16,Mardidjali,unclassified,Australia,,,S16,-36.967794207335,141.64314094744,austlang,true,listed,unknown,false,,pointer_only,,,
s21,Warga Warga,unclassified,Australia,,,S21,,,none,,listed,unknown,false,,pointer_only,,,
s21.1,Kulin,unclassified,Australia,,,S21.1,,,none,,listed,unknown,false,,pointer_only,,,
s4,Ngaralda,unclassified,Australia,,,S4,-35.01894863785,139.22841134723,austlang,true,listed,unknown,false,,pointer_only,,,
s5,Peramangk,unclassified,Australia,,,S5,-34.862567140121,138.89220035508,austlang,true,listed,unknown,false,,pointer_only,,,
s6,Ngangaruku,unclassified,Australia,,,S6,-34.831537401429,139.45140032475,austlang,true,listed,unknown,false,,pointer_only,,,
s71,Gadubanud,unclassified,Australia,,,S71,-38.618242636271,143.6440107312,austlang,true,listed,unknown,false,,pointer_only,,,
s72,Wichintunga,unclassified,Australia,,,S72,,,none,,listed,unknown,false,,pointer_only,,,
s74,Gaiwurrung,unclassified,Australia,,,S74,-38.024063872674,142.34830506135,austlang,true,listed,unknown,false,,pointer_only,,,
s76,Moatatunga,unclassified,Australia,,,S76,,,none,,listed,unknown,false,,pointer_only,,,
s77,Bi:gwurrung,unclassified,Australia,,,S77,-38.293845345763,142.27430709162,austlang,true,listed,unknown,false,,pointer_only,,,
s78,Pinejunga,unclassified,Australia,,,S78,,,none,,listed,unknown,false,,pointer_only,,,
s79,Taloinjunga,unclassified,Australia,,,S79,,,none,,listed,unknown,false,,pointer_only,,,
s80,Wirngilgnad Dhalinanong,unclassified,Australia,,,S80,-38.488177395757,143.02113799013,austlang,true,listed,unknown,false,,pointer_only,,,
s81,Wulluwurrung,unclassified,Australia,,,S81,-37.843211116013,141.63423301855,austlang,true,listed,unknown,false,,pointer_only,,,
s82,Koort-kirrup,unclassified,Australia,,,S82,,,none,,listed,unknown,false,,pointer_only,,,
s83,Ngurai-illamwurrung,unclassified,Australia,,,S83,-36.472809655538,145.08169255656,austlang,true,listed,unknown,false,,pointer_only,,,
s84,Jagwadjali,unclassified,Australia,,,S84,-36.321625541817,142.68466209577,austlang,true,listed,unknown,false,,pointer_only,,,
s85,Biwadjali,unclassified,Australia,,,S85,-36.305861371785,141.78568318654,austlang,true,listed,unknown,false,,pointer_only,,,
s86,Pirtpirtwurrung,unclassified,Australia,,,S86,-37.413948711457,142.79881459185,austlang,true,listed,unknown,false,,pointer_only,,,
s87,Nundadjali,unclassified,Australia,,,S87,-37.389334201401,141.80048331135,austlang,true,listed,unknown,false,,pointer_only,,,
s89,Waywurru / Pallanganmiddang,unclassified,Australia,,,S89,,,none,,listed,unknown,false,,pointer_only,,,
s9,Ngarkat,unclassified,Australia,,,S9,-35.361135554837,140.35224473013,austlang,true,listed,unknown,false,,pointer_only,,,
